date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-09-14 00:00:00+00:00,1508.83,1557.0,1505.11,1531.6471,2133007,75.3553844815,77.7611352092,75.1695967981,76.4949372099,42660140,0.0,1.0
2020-09-15 00:00:00+00:00,1535.12,1550.99,1522.1,1527.89,1152055,76.6683839963,77.4609782261,76.0181271046,76.307296644,23041100,0.0,1.0
2020-09-16 00:00:00+00:00,1512.09,1554.37,1511.59,1542.48,1107169,75.518198419,77.6297853148,75.4932269562,77.035963929,22143380,0.0,1.0
2020-09-17 00:00:00+00:00,1487.04,1498.66,1462.46,1485.81,2000356,74.267128132,74.8474649278,73.0395310199,74.2056983334,40007120,0.0,1.0
2020-09-18 00:00:00+00:00,1451.09,1495.2,1431.62,1488.3,3152788,72.4716799555,74.6746624051,71.4992911934,74.3300562183,63055760,0.0,1.0
2020-09-21 00:00:00+00:00,1430.14,1440.06,1402.68,1431.62,2845405,71.4253756635,71.9208094858,70.0539429256,71.4992911934,56908100,0.0,1.0
2020-09-22 00:00:00+00:00,1459.82,1463.97,1429.495,1450.32,1697542,72.9076816963,73.1149448376,71.3931624765,72.4332239027,33950840,0.0,1.0
2020-09-23 00:00:00+00:00,1409.39,1453.08,1402.68,1452.09,1886299,70.3890599566,72.5710663775,70.0539429256,72.5216228811,37725980,0.0,1.0
2020-09-24 00:00:00+00:00,1422.86,1437.99,1402.15,1402.68,1727611,71.0617911649,71.8174276297,70.027473175,70.0539429256,34552220,0.0,1.0
2020-09-25 00:00:00+00:00,1439.06,1445.94,1407.68,1425.05,1516677,71.8708665601,72.2144738885,70.3036575538,71.171166172,30333540,0.0,1.0
2020-09-28 00:00:00+00:00,1458.66,1472.99,1446.28,1471.99,1539236,72.8497479025,73.5654300268,72.2314544832,73.5154871012,30784720,0.0,1.0
2020-09-29 00:00:00+00:00,1466.02,1472.0,1454.0,1463.91,1591112,73.2173278352,73.5159865304,72.6170138691,73.1119482621,31822240,0.0,1.0
2020-09-30 00:00:00+00:00,1465.6,1486.1975,1455.755,1460.935,2046170,73.1963518064,74.2250512171,72.7046637036,72.9633680583,40923400,0.0,1.0
2020-10-01 00:00:00+00:00,1487.9,1495.07,1476.8,1483.6608,1644221,74.310079048,74.6681698248,73.7557125735,74.0983609977,32884420,0.0,1.0
2020-10-02 00:00:00+00:00,1455.6,1479.03,1447.35,1459.63,1561132,72.6969225501,73.8670852976,72.2848934136,72.8981925404,31222640,0.0,1.0
2020-10-05 00:00:00+00:00,1482.83,1484.7,1460.09,1462.65,1080058,74.056868415,74.150261686,72.9211662862,73.0490201758,21601160,0.0,1.0
